1000,uknown
1001,amazon
1002,automotive
1003,card-payment
1004,donations
1005,education
1006,entertainment
1007,fees-interest
1008,fuel
1009,groceries
1010,home
1011,medical
1012,misc
1013,restaurants
1014,services
1015,shopping
1016,software
1017,tools
1018,travel
1019,utilities
1020,walmart


